Time,ICM_acceleration_x,ICM_acceleration_y,ICM_acceleration_z,ICM_gyroscope_x,ICM_gyroscope_y,ICM_gyroscope_z,ICM_magnetometer_x,ICM_magnetometer_y,ICM_magnetometer_z,BMP_altitude,BMP_pressure,BMP_temperature,Kalman_altitude,Kalman_velocity,Kalman_acceleration,State,ACS_state
1644450642.0642524,-9.809044201660155,-0.05985504150390625,0.24660277099609373,0.02131699908396947,0.017320061755725192,0.004529862305343512,46.35,-5.25,-9.9,0.25008355844119706,980.200141094238,26.518030429491773,0.16804537039100387,0.07117606700733081,1.2590347731059788,OnGround,ACS_Inactive
1644450642.114691,-9.751583361816406,-0.062249243164062495,0.28969840087890625,0.0159877493129771,0.010658499541984735,0.007194487190839696,45.6,-5.25,-10.2,-0.20274110894893105,980.1412204850018,26.531603131443262,-0.06179958356782295,0.14211549266249282,1.916331869120315,OnGround,ACS_Inactive
1644450642.164223,-9.852139831542969,-0.076614453125,0.3064578125,0.011990811984732825,0.00959264958778626,0.002931087374045802,45.6,-4.8,-9.45,-0.19192832713260222,980.1723023455261,26.549700021743774,-0.138857158529392,0.23839934773882382,2.2623255867732692,OnGround,ACS_Inactive
1644450642.2140954,-9.866505041503906,-0.062249243164062495,0.18435352783203124,0.018918836687022902,0.017852986732824427,0.005062787282442748,46.5,-3.9,-9.75,0.304138761402427,980.1374479118891,26.567796859890223,0.1415013474401794,0.37625421628012123,1.6539012928343908,OnGround,ACS_Inactive
1644450642.261564,-9.861716638183593,-0.11252747802734374,0.1771709228515625,0.01945176166412214,0.013856049404580155,0.003730474839694657,45.6,-4.5,-9.9,-0.1811076763208355,980.148226936458,26.572321061277762,-0.05166270890374697,0.4024202769782259,1.3778750512680005,OnGround,ACS_Inactive
1644450642.3084211,-9.74200655517578,-0.07422025146484375,0.3184288208007812,0.016787136778625956,0.009326187099236643,0.003996937328244275,44.55,-5.1,-9.75,-0.4484235791709602,980.203381853802,26.576845259405673,-0.2904891257888221,0.4249645794502464,2.128583526229113,OnGround,ACS_Inactive
1644450642.3553288,-9.816226806640625,-0.076614453125,0.2346317626953125,0.017053599267175572,0.018119449221374047,0.005862174748091604,45.9,-5.7,-9.9,-0.1594427675535759,980.1900824757721,26.581369454273954,-0.20055523384745494,0.5379208664822615,1.9075828371010966,OnGround,ACS_Inactive
1644450642.4021683,-9.85692823486328,-0.05985504150390625,0.35673604736328124,0.017586524244274808,0.011457887007633588,0.007460949679389314,46.199999999999996,-5.1,-10.5,-0.5411366767178408,980.2357195595825,26.585893645882607,-0.4023991999374309,0.5708180131129352,2.563101062707267,OnGround,ACS_Inactive
1644450642.4490228,-9.777919580078125,-0.06943184814453125,0.3327940307617187,0.00985911207633588,0.00985911207633588,0.003996937328244275,45.6,-6.45,-10.2,-0.04503563026228208,980.2021220079622,26.585893645882607,-0.16814378435441926,0.7691519086076577,2.668554822508431,OnGround,ACS_Inactive
1644450642.4958432,-9.80665,-0.05985504150390625,0.29448680419921874,0.01971822415267176,0.013856049404580155,0.014388974381679392,45.15,-4.8,-9.45,0.3366663153942355,980.1660020684031,26.594942019321024,0.1618877131245627,1.0066746725756535,2.4766949245208925,OnGround,ACS_Inactive
