Time,ICM_acceleration_x,ICM_acceleration_y,ICM_acceleration_z,ICM_gyroscope_x,ICM_gyroscope_y,ICM_gyroscope_z,ICM_magnetometer_x,ICM_magnetometer_y,ICM_magnetometer_z,BMP_altitude,Kalman_altitude,Kalman_velocity,Kalman_acceleration,State,servo_Throttle,ACS_state
1646105162,78.4508058,-1.206677637,-0.313640417,-0.29017765,-0.185724355,0.360257285,-53.25,-35.1,-84.15,13.00723088,8.723930379910001,2.718257544591159,45.77713338914273,OnGround,0.15,ACS_Inactive
1646105162,78.4508058,-0.732625708,-0.794874951,-0.382640134,-0.191852992,0.387169996,-53.55,-36.75,-83.7,14.88603338,12.577986124472217,3.0806727888965377,60.07627119044751,OnGround,0.15,ACS_Inactive
1646105162,78.4508058,-0.797269153,-0.550666382,-0.600073524,-0.209439516,0.381840746,-53.25,-35.55,-85.2,17.51302237,15.63321710966115,3.1449293964117344,65.386963333921,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,0.950498059,0.284909998,-0.720781032,-0.278453301,0.347200623,-51.9,-36.15,-84.3,19.86069418,18.246585895855304,3.158540639130477,67.40720608369335,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,2.463633508,0.694318481,-1.002165419,-0.261399701,0.290710575,-52.2,-35.4,-85.5,24.47305076,22.094890392250242,3.163726271073904,68.17840849293621,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,1.321599316,-1.362300745,-1.185491612,-0.23448699,0.220364478,-53.1,-35.7,-84.3,26.54196335,24.84334695231353,3.165031175346937,68.47295485063621,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,2.885013,4.271255762,-1.267828521,-0.209439516,0.135629407,-52.65,-33,-84,30.4964523,28.33716085317769,3.165621920388395,68.58546000508586,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,3.311180896,5.341463904,-1.277154708,-0.157479331,0.05675651,-52.05,-31.95,-85.65,34.825161,32.3469659072259,3.165875505769375,68.62843304720226,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,3.220201233,5.260061047,-1.278753483,-0.060753447,0.014122512,-50.1,-30.9,-83.7,37.46088351,35.50754085249719,3.1659514359881755,68.64484728000996,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,3.521870642,5.173869788,-1.354961754,0.026379786,-0.05355896,-51.15,-29.4,-83.55,39.9089208,38.22774326387137,3.16597632606065,68.65111695831149,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,3.572148877,8.178592871,-1.268094983,0.158012256,-0.077274122,-51,-27.75,-82.65,45.37529258,42.64517167902485,3.165991737940777,68.65351176225715,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,3.416525769,1.963245361,-1.200679973,0.205176116,-0.105252683,-51,-26.1,-81.45,49.61078642,46.95015834170089,3.1659974730235674,68.65442649595305,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,1.599326709,5.781997009,-1.229990847,0.274989288,-0.119375195,-51,-24.15,-80.4,53.2888501,50.867685292567266,3.1659994662246707,68.65477589313214,PoweredAscent,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,1.833958472,4.963180042,-1.241182272,0.386903533,-0.114312408,-51.75,-22.2,-78.9,58.47725392,55.57065734405061,3.166000380148216,68.65490935097871,PoweredAscent,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,1.060631335,3.596090894,-1.182560524,0.401292508,-0.081537521,-52.65,-21.6,-77.25,62.62550988,59.9307959968864,3.1660007037830424,68.65496032733999,PoweredAscent,0.14762098413989433,ACS_Armed
1646105162,78.4508058,0.497993945,0.845153186,-0.921427285,0.371182247,-0.018652374,-52.8,-18.6,-73.65,68.76255602,65.3891238716533,3.1660008585348622,68.65497979857737,PoweredAscent,0.14762098413989433,ACS_Armed
1646105162,78.4508058,0.069431848,0.399831677,-0.929954085,0.343470148,-0.046098011,-51.9,-19.95,-71.25,74.33340812,70.91699554217189,3.1660009183977764,68.65498723592825,PoweredAscent,0.14762098413989433,ACS_Armed
