Time,ICM_acceleration_x,ICM_acceleration_y,ICM_acceleration_z,ICM_gyroscope_x,ICM_gyroscope_y,ICM_gyroscope_z,ICM_magnetometer_x,ICM_magnetometer_y,ICM_magnetometer_z,BMP_altitude,Kalman_altitude,Kalman_velocity,Kalman_acceleration,State,servo_Throttle,ACS_state,Projected_Apogee,Apogee_Error,Alpha,target_Throttle
1648852471.76398,78.4508058,-4.489128113,-7.242460022,0.46790813,-0.002931087,-0.138560494,-74.85,47.55,-19.05,7.409744956,7.029096360007452,24.749504189538065,68.6217543934719,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852471.81290,78.4508058,-1.884236707,-7.249642627,0.444192968,-0.047430323,-0.183326192,-74.25,48.15,-19.65,9.298003813,8.940039761713509,28.617559555061778,68.6425474171853,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852471.85973,78.4508058,1.024718311,5.676652136,0.321353761,-0.046098011,-0.247277189,-72,48.6,-20.4,12.69662004,11.837232439377885,33.05209653036981,68.65081955433138,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852471.90656,78.4508058,0.653617053,-0.237025964,0.338940285,-0.053026035,-0.274456363,-72.15,49.2,-19.8,14.58584838,14.17270713763886,36.85774699393033,68.65367370723473,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852471.95563,78.4508058,-2.353500232,0.11492168,0.318955599,-0.039169986,-0.300303225,-72.75,50.1,-20.7,16.75937536,16.504814698494698,40.60573041485719,68.6546675028544,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852472.00284,78.4508058,-2.731784094,1.089361755,0.356793272,-0.056490048,-0.311761112,-71.4,49.95,-20.25,20.06743579,19.492592189109118,44.69889604029077,68.65526071579528,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852472.04973,78.4508058,-0.818816968,2.410961072,0.06848086,-0.025580399,-0.304033699,-72.75,50.1,-21.15,23.47055865,22.808485043645735,48.89985665102257,68.65553823732317,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852472.09886,78.4508058,-0.193930334,4.017470386,0.130300157,-0.028245024,-0.2976386,-72,50.85,-21.15,25.07754306,25.156588036014856,52.15133549836838,68.65514475921098,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852472.14579,78.4508058,-4.838681555,-0.529118567,0.037038286,0.0042634,-0.277920376,-72.15,51.15,-21.75,30.27931124,29.327792830936886,56.81814003543141,68.65569592869018,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852472.19288,78.4508058,-5.59524928,-0.950498059,-0.146021444,0.032774886,-0.235819302,-72.3,51.3,-21.15,34.91643796,33.87796287032113,61.632506164321654,68.65595839037988,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852472.24205,78.4508058,-2.195482922,2.825157959,-0.269393576,0.077540584,-0.178263405,-71.7,53.85,-21.3,37.94560921,37.59721341525154,65.55692853507901,68.65560725133355,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852472.28884,78.4508058,-5.50905802,-1.127668982,-0.346667698,0.096192958,-0.112713633,-70.95,53.1,-21.3,43.62761552,42.571421531649364,70.403842588653,68.65594108839989,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852472.33574,78.4508058,-4.7596729,2.492363928,-0.491090366,0.102321596,-0.038903523,-70.95,54.3,-20.25,47.13322416,46.699927063311144,74.29401398711026,68.65564356558431,OnGround,0.15,ACS_Inactive,0,0,0,0
1648852472.38476,78.4508058,-6.514622717,-2.5953146,-0.614995424,0.089264934,0.024248086,-70.65,53.85,-20.55,51.30295193,50.98229501663392,78.1716559424964,68.65546592693791,PoweredAscent,0.15,ACS_Inactive,0,0,0,0
1648852472.43157,78.4508058,-3.825934253,1.108515369,-0.665889759,0.06315161,0.076474734,-71.55,55.2,-18.9,57.65613603,56.58175140460088,83.07337025528285,68.65589785902566,PoweredAscent,0.15,ACS_Inactive,0,0,0,0
1648852472.47840,78.4508058,-4.333505005,-0.347159241,-0.823902015,0.028777949,0.120707507,-72,54.9,-18.45,62.77923121,61.963124761035886,87.56778465589343,68.6558809374826,PoweredAscent,0.15,ACS_Inactive,0,0,0,0
1648852472.52740,78.4508058,-5.686228943,-4.972756848,-0.813509978,0.005062787,0.165739668,-72.15,56.25,-17.55,66.86048555,66.66931992491062,91.24113539820225,68.65546543565223,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852472.57426,78.4508058,-4.151545679,-1.778891833,-0.841488539,-0.049029098,0.16494028,-70.8,56.4,-17.4,74.17267535,73.02109093260984,96.29052457171619,68.65595011199504,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852472.62112,78.4508058,-2.894589807,-2.676717456,-0.863072,-0.035173048,0.155347631,-71.1,56.4,-15.45,80.15922519,79.22707811956555,100.98598531874498,68.65597858131427,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852472.67011,78.4508058,-0.916979236,2.703053674,-0.870799413,-0.081537521,0.105785608,-71.7,57.75,-14.55,86.1492493,85.45931282773395,105.47676580164327,68.65585225754597,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852472.71689,78.4508058,-1.371877551,0.234631763,-0.831895889,-0.113246558,0.071411947,-70.35,58.35,-15.15,92.52339315,91.77302870771999,109.89197657246088,68.65582583141531,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852472.76377,78.4508058,-1.237802258,1.525106458,-0.86200615,-0.023981624,0.028245024,-72.45,56.25,-13.8,98.70974908,98.085198153466,114.10920447427371,68.65572608888472,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852472.81334,78.4508058,0.05746084,0.481234534,-0.809779503,-0.011990812,-0.042367536,-72.9,58.65,-13.5,107.1875702,105.9633088230982,119.54345799284857,68.65614298556495,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852472.86029,78.4508058,-2.401384265,-3.023876697,-0.869200638,-0.06528331,-0.079672284,-70.2,58.2,-12,112.9065379,112.44857202071817,123.5097493343993,68.65574296499938,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852472.90711,78.4508058,-0.375889661,3.392583752,-0.87266465,0.065816235,-0.105519145,-71.7,60.15,-12.3,121.2050271,120.14646381559564,128.42752569400878,68.65598456990641,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852472.95606,78.4508058,-2.753331909,3.670311145,-0.92835531,0.127635532,-0.081803984,-71.55,59.55,-10.2,129.1281751,128.17611490683916,133.36277836621056,68.65603771319806,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.00288,78.4508058,-4.927267017,-3.50511123,-0.996569707,0.120707507,-0.046630935,-70.8,61.95,-8.4,136.4826136,135.75731796610452,137.75415704385725,68.65588005638537,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.04972,78.4508058,-3.356670728,-2.020706201,-1.028545206,0.151883618,-0.006128637,-72,62.4,-7.2,143.8450832,143.27538476143502,141.88985429201793,68.65570989117701,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.09867,78.4508058,-1.90339032,-0.699106885,-1.085568178,0.101788671,0.04716386,-72.45,62.1,-6.75,152.2614112,151.54800686428976,146.4351965606372,68.6557651416261,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.14548,78.4508058,-4.776432312,-3.409343164,-1.374413516,0.038104136,0.019984687,-70.95,63,-5.25,161.3592309,160.3077310678587,151.36179891869537,68.65599522926179,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.19228,78.4508058,-3.981557361,-9.868899243,-1.216134798,-0.006661562,0.017320062,-72.75,63.45,-2.7,169.3108957,168.6375009254556,155.66567186586556,68.65582220470985,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.24131,78.4508058,1.235408057,5.482721802,-1.353895904,-0.026912711,-0.077274122,-71.4,63.75,-2.25,178.708379,177.85025470716312,160.46306067026617,68.65591019161891,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.28807,78.4508058,-0.725443103,0.270544788,-1.422110301,0.041568148,-0.10711792,-70.8,63.15,0.45,188.11415,187.13421876661707,165.27412371828757,68.65600189633085,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.33514,78.4508058,-0.854729993,1.335964526,-1.314992381,0.038104136,-0.009859112,-70.65,64.5,1.5,198.2997569,197.0916757361364,170.4752092577279,68.6561852632075,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.38419,78.4508058,-6.2009823,-2.37983645,-1.63501383,-0.072744259,0.040502298,-72.3,63.15,3.15,206.3763339,206.0703824371528,174.35502912053587,68.65566263906008,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.43101,78.4508058,-1.493981836,2.272097375,-1.533758084,-0.125503832,0.096459421,-72.45,62.55,6.3,216.8673133,215.9339879227367,179.09918158277847,68.65587760490358,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.47782,78.4508058,-2.557007373,1.015141504,-1.535889784,0.019185299,0.046364473,-71.7,63.75,6,225.7321696,225.24324762663403,183.10894762033286,68.65565505324533,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.52674,78.4508058,-2.181117712,0.416591089,-1.430370639,0.021583462,0.066615622,-71.1,62.7,8.4,236.8215322,235.8970783547775,188.01384513812152,68.65589110357706,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.57351,78.4508058,1.323993518,6.509834314,-1.453819338,0.222496178,-0.142290969,-71.7,60.9,10.5,245.6053266,245.29894669584505,191.72709522290796,68.6555412912711,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.62033,78.27602908,-3.600879297,10.89122335,-1.56759882,0.209439516,0.028245024,-72.45,60.9,13.5,259.0356467,257.325525935824,197.7264917409606,68.54831903132238,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.66927,24.9475813,-2.576160986,-6.593631372,-1.514572785,0.156679943,0.075408884,-72.3,60.3,14.4,267.3565229,267.2438182136842,200.30016685900245,35.54751543603063,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.71605,-0.299275208,-1.142034192,-2.700659473,-1.718150126,0.168404293,0.088732009,-71.4,57.45,17.55,279.7472788,278.60718255495283,203.0219562577425,7.339602484841631,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.76288,-4.654328027,0.660799658,-6.268019946,-1.558272633,-0.137228182,-0.022116387,-70.95,56.7,17.55,289.5414163,289.0183331301776,203.8339949502462,-6.126852218857952,Burnout,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.80972,-5.992686755,-4.833893152,-22.04580889,-1.522833122,0.045032161,0.023448699,-72.45,56.25,18.75,298.3700352,298.43675304015136,203.2674447992749,-12.098123233322738,Burnout,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.85654,-8.145074048,3.059789722,-4.292803577,-1.685908165,-0.06208576,-0.006128637,-72.45,54.3,23.25,306.5288603,307.04277739444774,201.75915494987385,-15.70948943470414,Burnout,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.90342,-8.714894043,1.264138477,0.002394202,-1.605702956,-0.104453296,-0.036505361,-72.45,51.45,21.75,317.3160556,317.0116508796938,201.47091799523426,-17.44053659992305,Burnout,0.14762098413989433,ACS_Armed,0,0,0,0
1648852473.95610,-8.643067993,1.592144104,-3.227383838,-1.647271104,0.090064321,-0.033307811,-72.75,50.1,24.45,326.6575829,326.9991714287201,199.929922734835,-18.05780995547695,Burnout,-0.8361871856764083,ACS_Active,1724.5881129115141,261.58811291151414,7.886561597882477e-06,-0.8361871856764083
1648852474.00299,-9.04289967,16.5918175,21.06658041,-1.591047519,0.011191425,-0.003996937,-72.3,50.1,23.4,335.9075559,336.0699429741753,198.79708100677206,-18.54054825100439,Burnout,-0.8361871856764083,ACS_Active,1724.5881129115141,261.58811291151414,7.886561597882477e-06,-0.8361871856764083
1648852474.04992,-8.473079675,2.070984436,-0.849941589,-1.63821138,0.085800921,-0.039702911,-72,46.2,24.9,345.9455585,345.7390081177284,198.27148311212218,-18.372517108058307,Burnout,-0.8361871856764083,ACS_Active,1724.5881129115141,261.58811291151414,7.886561597882477e-06,-0.8361871856764083
1648852474.10264,-8.204929089,3.529053247,0.62009823,-1.526297134,0.132165394,-0.075941809,-72.45,46.35,27.75,355.1122071,355.4942598251743,196.63645428774512,-18.1430435789697,Burnout,-0.8183102191781862,ACS_Active,1719.8462119836038,256.8462119836038,0.004798660594672974,-0.8183102191781862
1648852474.14957,-8.518569507,1.450886206,-0.17238252,-1.528961759,0.023182237,0.015987749,-70.65,44.1,27.3,364.4882256,364.56619486292277,195.6518009224929,-18.248992083078274,Burnout,-0.8183102191781862,ACS_Active,1719.8462119836038,256.8462119836038,0.004798660594672974,-0.8183102191781862
1648852474.19643,-6.979097839,-2.851494177,0.220266553,-1.496719798,0.068214397,0.150817769,-72.3,42.3,29.4,374.1629558,373.99966611866813,195.0899563435417,-17.337850262229306,Burnout,-0.8183102191781862,ACS_Active,1719.8462119836038,256.8462119836038,0.004798660594672974,-0.8183102191781862
1648852474.24915,-7.785943799,-0.998382092,-2.375048047,-1.58038902,0.06848086,0.154281781,-70.8,39.45,27.9,382.7739334,383.3127388492316,193.22618435837487,-17.489010073873335,Burnout,-0.792306992599266,ACS_Active,1712.9488044029883,249.94880440298834,0.00950163390566586,-0.792306992599266
1648852474.29605,-8.56645354,4.158728284,-3.754108203,-1.635813217,0.135362944,0.056223585,-71.4,36.9,28.5,392.1687561,392.23667435312984,192.27732030264332,-18.02876037417296,Burnout,-0.792306992599266,ACS_Active,1712.9488044029883,249.94880440298834,0.00950163390566586,-0.792306992599266
1648852474.34298,-8.884882361,3.6056677,2.937685437,-1.385338478,0.092995409,-0.016520674,-72.3,34.8,28.95,400.9909005,401.0817652806405,191.27150907938488,-18.431740332112135,Burnout,-0.792306992599266,ACS_Active,1712.9488044029883,249.94880440298834,0.00950163390566586,-0.792306992599266
1648852474.39548,-8.305485559,2.647987036,4.127603662,-1.422643226,-0.021583462,-0.062618685,-72.15,33.75,29.25,411.2812401,411.2149324976058,190.4257155149995,-18.22746565925811,Burnout,-0.7953598705384022,ACS_Active,1713.7585863497088,250.75858634970882,0.014072682013412493,-0.7953598705384022
1648852474.44238,-7.671022119,2.513911743,0.701501086,-1.459681512,0.037038286,-0.083402759,-72.75,31.2,28.95,419.7271354,419.87260593979636,189.3441695561248,-17.757472442488783,Burnout,-0.7953598705384022,ACS_Active,1713.7585863497088,250.75858634970882,0.014072682013412493,-0.7953598705384022
1648852474.48943,-7.079654309,0.169988318,-3.203441821,-1.497785648,-0.0042634,-0.06954671,-70.65,29.85,29.25,428.3691024,428.5125372977488,188.29106724452873,-17.212461093985635,Burnout,-0.7953598705384022,ACS_Active,1713.7585863497088,250.75858634970882,0.014072682013412493,-0.7953598705384022
1648852474.54197,-7.704540942,-1.783680237,-1.733402002,-1.578523782,-0.037038286,-0.000799387,-71.1,27.3,28.2,437.8124597,438.01876167674357,187.02226668013026,-17.390548331488095,Burnout,-0.7669842708212983,ACS_Active,1706.231902074615,243.23190207461494,0.018663560439915124,-0.7669842708212983
1648852474.58881,-6.979097839,-0.878672009,-0.402225879,-1.448490088,0.094327721,0.021050537,-70.2,24.75,27,445.6820988,446.0749825460371,185.57125052887173,-17.01033846530677,Burnout,-0.7669842708212983,ACS_Active,1706.231902074615,243.23190207461494,0.018663560439915124,-0.7669842708212983
1648852474.63566,-7.603984473,0.804451758,2.959233252,-1.583320107,0.086333846,0.021849924,-72.15,23.55,27.75,455.3303903,455.1185575609836,185.11030731980816,-17.250895230970205,Burnout,-0.7669842708212983,ACS_Active,1706.231902074615,243.23190207461494,0.018663560439915124,-0.7669842708212983
1648852474.68802,-7.120355737,1.575384692,-2.561795776,-1.353895904,0.106851458,0.0021317,-72.15,21.15,25.8,465.0902164,464.98041933840136,184.40350736617603,-17.043939351910677,Burnout,-0.7682628779062247,ACS_Active,1706.5710551475397,243.5710551475397,0.02310326161211408,-0.7682628779062247
1648852474.73495,-6.579266162,-0.509964954,-0.055066638,-1.566799433,0.037304748,0.060486985,-71.4,18.9,23.55,472.3883043,472.8357904233651,182.8791404244095,-16.630874204312995,Burnout,-0.7682628779062247,ACS_Active,1706.5710551475397,243.5710551475397,0.02310326161211408,-0.7682628779062247
1648852474.78182,-8.137891443,0.572214197,-2.43729729,-1.38560494,0.076474734,0.00746095,-72,17.4,23.7,481.3742034,481.37930854063757,182.06815040884115,-17.436071572465302,Burnout,-0.7682628779062247,ACS_Active,1706.5710551475397,243.5710551475397,0.02310326161211408,-0.7682628779062247
1648852474.83425,-7.91762489,2.944868042,0.938527051,-1.471938787,0.043166923,0.095393571,-70.8,15.15,22.2,489.5685503,490.0518840885487,180.31200184525662,-17.607865068501255,Burnout,-0.7116474324154762,ACS_Active,1691.553695600922,228.55369560092208,0.027554632874615972,-0.7116474324154762
1648852474.88110,-6.69179364,2.401384265,3.380612744,-1.375479366,0.092995409,-0.006661562,-71.4,14.1,20.25,499.1626794,498.91420517802084,179.9157172083223,-16.915334598530414,Burnout,-0.7116474324154762,ACS_Active,1691.553695600922,228.55369560092208,0.027554632874615972,-0.7116474324154762
1648852474.92793,-7.345410693,2.487575525,2.947262244,-1.480998511,0.084202146,0.012790199,-70.95,12.6,20.25,506.8803298,507.0412025158757,178.859785902868,-17.055050614114823,Burnout,-0.7116474324154762,ACS_Active,1691.553695600922,228.55369560092208,0.027554632874615972,-0.7116474324154762
1648852474.98032,-5.724536169,1.805228052,-1.848323682,-1.421577376,0.081271059,0.029577336,-72,11.55,16.65,516.4904752,516.4538100337547,178.0588461492048,-16.106525491455987,Burnout,-0.7256561089338545,ACS_Active,1695.2695249161418,232.2695249161418,0.031726985449003264,-0.7256561089338545
1648852475.02716,-6.785167505,3.07176073,2.779668127,-1.407188402,0.020784074,0.029310874,-71.7,10.2,14.55,526.6006073,525.9355617773094,178.38752866547733,-16.399291866036197,Burnout,-0.7256561089338545,ACS_Active,1695.2695249161418,232.2695249161418,0.031726985449003264,-0.7256561089338545
1648852475.07401,-6.79235011,1.101332764,-0.421379492,-1.351764204,-0.007993875,-0.024248086,-70.8,8.85,13.95,533.0435392,533.4930763738578,176.8903000057004,-16.516323973121533,Burnout,-0.7256561089338545,ACS_Active,1695.2695249161418,232.2695249161418,0.031726985449003264,-0.7256561089338545
1648852475.12622,-6.263231543,2.346317627,-4.493916516,-1.434634038,-0.027179174,-0.111114858,-72,8.85,10.65,543.1694452,543.0014027349531,176.32632823704662,-16.233582088549003,Burnout,-0.7596332229852852,ACS_Active,1704.282022012012,241.28202201201202,0.035962237574023906,-0.7596332229852852
1648852475.17310,-5.56651886,1.546654272,1.086967554,-1.403990852,0.139093419,-0.121240432,-70.05,7.2,10.2,550.6362926,550.8601274934813,175.21385668482716,-15.695276385297147,Burnout,-0.7596332229852852,ACS_Active,1704.282022012012,241.28202201201202,0.035962237574023906,-0.7596332229852852
1648852475.21995,-6.289567761,2.918531824,-0.69192428,-1.410652414,0,-0.098591121,-69.6,6.75,8.7,559.1876899,559.1379337812682,174.55186220959897,-15.936341241258102,Burnout,-0.7596332229852852,ACS_Active,1704.282022012012,241.28202201201202,0.035962237574023906,-0.7596332229852852
1648852475.27219,-6.689399438,2.018312,3.251325854,-1.301136332,0.056490048,-0.058621747,-71.55,7.65,7.2,566.9496097,567.4158238975639,172.90512068240633,-16.275918978970562,Burnout,-0.7257929737709411,ACS_Active,1695.3058285864565,232.30582858645653,0.04036393919963637,-0.7257929737709411
1648852475.31908,-5.743689783,-1.347935535,-0.282515796,-1.340839242,0.041568148,0.019451762,-71.7,5.4,5.25,576.1957491,575.9443162795068,172.5678635971552,-15.82061412656886,Burnout,-0.7257929737709411,ACS_Active,1695.3058285864565,232.30582858645653,0.04036393919963637,-0.7257929737709411
1648852475.36600,-6.718129858,-0.964863269,-1.905784521,-1.493255786,0.06634916,0.038370598,-71.1,7.2,2.7,583.3825219,583.6164359275509,171.43543407237865,-16.249273204900486,Burnout,-0.7257929737709411,ACS_Active,1695.3058285864565,232.30582858645653,0.04036393919963637,-0.7257929737709411
1648852475.41818,-5.755660791,-1.05344873,-2.267308972,-1.540952571,0.015454824,0.098591121,-70.8,7.65,1.2,591.8661426,592.110812117449,170.17922905486802,-15.81819679866459,Burnout,-0.7162668061583435,ACS_Active,1692.7789936759532,229.7789936759532,0.044602462889454804,-0.7162668061583435
1648852475.46506,-6.995857251,1.074996545,-2.154781494,-1.469007699,-0.060753447,0.060486985,-71.4,7.05,-0.75,599.8518926,599.9316733631678,169.28917093350356,-16.419892615907816,Burnout,-0.7162668061583435,ACS_Active,1692.7789936759532,229.7789936759532,0.044602462889454804,-0.7162668061583435
1648852475.51256,-5.825092639,0.526724365,0.11492168,-1.443693763,-0.074609497,0.025580399,-70.35,5.7,-4.2,608.3490453,608.2052628819416,168.75754419030204,-15.925993670898578,Burnout,-0.7162668061583435,ACS_Active,1692.7789936759532,229.7789936759532,0.044602462889454804,-0.7162668061583435
1648852475.56497,-6.581660364,0.148440503,-1.407790576,-1.408520714,0.019984687,0.039436448,-71.4,7.05,-4.8,617.536163,617.3517190921648,168.23354662959485,-16.204881758999033,Burnout,-0.7377281125774285,ACS_Active,1698.4716478985222,235.47164789852218,0.04881786091599201,-0.7377281125774285
