Time,ICM_acceleration_x,ICM_acceleration_y,ICM_acceleration_z,ICM_gyroscope_x,ICM_gyroscope_y,ICM_gyroscope_z,ICM_magnetometer_x,ICM_magnetometer_y,ICM_magnetometer_z,BMP_altitude,Kalman_altitude,Kalman_velocity,Kalman_acceleration,State,servo_Throttle,ACS_state
1646105161,-34.20356492,-10.59673655,-29.78626285,-0.307231249,0.114045945,0.332012261,-54.15,-41.7,-84,2.771447445,1.8263431289178433,-1.3718204965376273,-29.331344084497267,OnGround,0.15,ACS_Inactive
1646105161,78.4508058,5.415684155,-12.30619653,-0.955800946,0.210771828,0.085800921,-54.6,-41.7,-82.5,0.052456938,0.7250142338230763,-0.17144605026092385,31.90996349754308,OnGround,0.15,ACS_Inactive
1646105161,8.449137659,3.572148877,78.4508058,-0.079139359,-0.10605207,-0.067947935,-54.75,-38.7,-82.65,-1.640411197,-0.7397258899866677,-0.34076541998997906,11.322493806597954,OnGround,0.14762098413989433,ACS_Inactive
1646105161,78.4508058,-0.421379492,-6.435614063,-1.069580429,-0.495620229,-0.019718224,-54,-37.95,-82.2,-2.578426166,-1.8762886308015478,-0.24006402418590747,46.764398469312255,OnGround,0.14762098413989433,ACS_Inactive
1646105161,78.4508058,-9.93593689,-17.89665741,-0.640042897,-0.091130171,0.024781011,-53.55,-35.55,-83.4,5.962592184,2.9685842361501367,-0.2194515521834761,60.29400318473308,OnGround,0.14762098413989433,ACS_Inactive
1646105161,78.4508058,-14.10903038,-2.691082666,-0.499350704,-0.199047479,-0.127102607,-54.3,-37.2,-82.2,2.867381375,2.9060373956714725,-0.217264840331151,65.46140465256653,OnGround,0.14762098413989433,ACS_Inactive
1646105161,78.4508058,-5.475539197,12.96939039,0.077540584,0.039969373,-0.005062787,-53.85,-35.4,-82.5,1.270060725,1.8949474569373392,-0.2171075237897399,67.43515153346883,OnGround,0.14762098413989433,ACS_Inactive
1646105161,78.4508058,-5.95677373,-7.22570061,-0.161476268,-0.061552835,0.119108732,-54.3,-34.35,-82.95,3.238589278,2.725363863971583,-0.2170084460109775,68.18905438179723,OnGround,0.14762098413989433,ACS_Inactive
1646105161,78.4508058,0.035913025,-1.723825195,-0.100456358,-0.106318533,0.189987754,-52.8,-34.05,-83.4,7.56056438,5.7136821736521455,-0.2169301502749567,68.47701956801994,OnGround,0.14762098413989433,ACS_Inactive
1646105161,78.4508058,-5.760449194,-0.299275208,-0.247543652,-0.127102607,0.274189901,-54,-35.55,-81.9,8.215736731,7.260036935449286,-0.21691503055164538,68.58701247679454,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,-1.323993518,-2.738966699,-0.277387451,-0.159611031,0.317090361,-52.8,-36.75,-84.9,10.00183141,12.283228103286579,42.74682428452937,68.35973876622124,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,-1.206677637,-0.313640417,-0.29017765,-0.185724355,0.360257285,-53.25,-35.1,-84.15,13.00723088,12.760224325552207,42.96450948119026,68.54298241629847,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,-0.732625708,-0.794874951,-0.382640134,-0.191852992,0.387169996,-53.55,-36.75,-83.7,14.88603338,14.086386330188489,43.19007689301026,68.61254814888642,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,-0.797269153,-0.550666382,-0.600073524,-0.209439516,0.381840746,-53.25,-35.55,-85.2,17.51302237,16.207056229485776,43.32759967832882,68.63886004283468,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,0.950498059,0.284909998,-0.720781032,-0.278453301,0.347200623,-51.9,-36.15,-84.3,19.86069418,18.465578365575865,43.38350563934628,68.64884253159136,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,2.463633508,0.694318481,-1.002165419,-0.261399701,0.290710575,-52.2,-35.4,-85.5,24.47305076,22.17850835600028,43.418592793916204,68.65264600712506,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,1.321599316,-1.362300745,-1.185491612,-0.23448699,0.220364478,-53.1,-35.7,-84.3,26.54196335,24.8752832809457,43.42832627952142,68.65409612469942,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,2.885013,4.271255762,-1.267828521,-0.209439516,0.135629407,-52.65,-33,-84,30.4964523,28.349358939540338,43.43311541942702,68.65464976227273,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,3.311180896,5.341463904,-1.277154708,-0.157479331,0.05675651,-52.05,-31.95,-85.65,34.825161,32.3516250784083,43.43522278698031,68.65486118331712,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,3.220201233,5.260061047,-1.278753483,-0.060753447,0.014122512,-50.1,-30.9,-83.7,37.46088351,35.509320488003745,43.43585786495236,68.6549419300861,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,3.521870642,5.173869788,-1.354961754,0.026379786,-0.05355896,-51.15,-29.4,-83.55,39.9089208,38.22842302295399,43.43606674932213,68.65497277159687,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,3.572148877,8.178592871,-1.268094983,0.158012256,-0.077274122,-51,-27.75,-82.65,45.37529258,42.64543132360794,43.43619635755135,68.65498455189496,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,3.416525769,1.963245361,-1.200679973,0.205176116,-0.105252683,-51,-26.1,-81.45,49.61078642,46.95025751706651,43.43624460613496,68.6549890515389,OnGround,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,1.599326709,5.781997009,-1.229990847,0.274989288,-0.119375195,-51,-24.15,-80.4,53.2888501,50.86772317418076,43.43626137712938,68.6549907702457,PoweredAscent,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,1.833958472,4.963180042,-1.241182272,0.386903533,-0.114312408,-51.75,-22.2,-78.9,58.47725392,55.57067181353848,43.43626906752261,68.65499142673275,PoweredAscent,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,1.060631335,3.596090894,-1.182560524,0.401292508,-0.081537521,-52.65,-21.6,-77.25,62.62550988,59.93080152373884,43.43627179086617,68.6549916774884,PoweredAscent,0.14762098413989433,ACS_Inactive
1646105162,78.4508058,0.497993945,0.845153186,-0.921427285,0.371182247,-0.018652374,-52.8,-18.6,-73.65,68.76255602,65.38912598272304,43.43627309309435,68.65499177326852,PoweredAscent,0.14762098413989433,ACS_Armed
1646105162,78.4508058,0.069431848,0.399831677,-0.929954085,0.343470148,-0.046098011,-51.9,-19.95,-71.25,74.33340812,70.91699634852877,43.43627359683884,68.65499180985326,PoweredAscent,0.14762098413989433,ACS_Armed
1646105162,78.4508058,1.929726538,-0.938527051,-0.972854546,0.301102612,-0.026113324,-52.5,-19.8,-72.15,79.71823708,76.35646226374797,43.436273786174944,68.65499182382739,PoweredAscent,0.14762098413989433,ACS_Armed
1646105162,78.4508058,1.271321082,-4.738125085,-0.98404597,0.11884227,-0.012523737,-53.85,-18.45,-70.05,86.33407615,82.52296677207465,43.43627386816118,68.65499182916503,PoweredAscent,0.14762098413989433,ACS_Armed
1646105162,78.4508058,0.641646045,-7.199364392,-0.827366027,-0.002931087,0.012790199,-52.2,-18,-69.3,94.09473159,89.67471073937276,43.43627390448057,68.65499183120383,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,78.4508058,-0.134075293,-7.678204724,-0.785264954,-0.11990812,-0.036771823,-53.1,-17.25,-68.55,97.9770567,100.67501423455482,49.37473572061663,68.3365411420851,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,78.4508058,0.299275208,-1.185129822,-0.800986241,-0.222229715,-0.027712099,-52.8,-17.1,-67.95,103.6593167,102.65168662036369,50.3000483597845,68.53509422116474,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,78.4508058,0.495599744,-1.446097803,-0.741032181,-0.180395105,-0.115911183,-54.15,-16.05,-67.05,110.2924384,107.42245987528987,51.1771356372926,68.60984205957216,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,78.4508058,0.940921252,3.454832996,-0.709323145,-0.102588058,-0.049828485,-53.25,-17.1,-66.9,117.4029748,113.59998197914739,51.61288948040646,68.6378693551107,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,78.4508058,2.4516625,4.984727856,-0.652300172,0.002398162,-0.04929556,-51.45,-15.3,-65.55,124.6124342,120.40753618248436,51.79638812394841,68.64847146257434,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,78.4508058,0.651222852,1.185129822,-0.502015328,0.086067384,-0.037571211,-53.4,-14.85,-64.5,132.8743027,128.11266678089999,51.87571707741609,68.65250454905637,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,78.4508058,-1.934514941,3.660734338,-0.53425729,0.112713633,0.009059725,-52.05,-13.5,-63.9,140.3790658,135.69375348745754,51.905529255269656,68.65404224507816,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,78.4508058,-4.235342737,-3.457227197,-0.540918852,0.106584995,0.091929559,-52.5,-13.5,-63.45,148.5561332,143.64314671009,51.917469494558645,68.65462919431423,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,78.4508058,-0.232237561,-1.623268726,-0.560903538,0.114045945,0.151883618,-52.8,-13.95,-61.95,154.9326454,150.6204413058688,51.92147251723903,68.65485332623089,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,78.4508058,-0.658405457,-5.973533142,-0.57076265,0.057289435,0.141758044,-52.2,-15.75,-60,164.074887,158.93574616451355,51.923294743759826,68.65493892939273,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,78.4508058,1.958456958,-2.975992664,-0.752223605,-0.06101991,0.089797859,-52.05,-13.5,-61.65,172.1749676,167.1180350134411,51.923979637615346,68.65497162551883,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,78.4508058,0.502782349,-3.545812659,-0.710388994,-0.092196021,-0.040768761,-52.2,-15.3,-60.3,178.5642346,174.19217540212043,51.924205813709115,68.65498411412669,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,77.90492782,2.42293208,0.835576379,-0.587549787,-0.087666159,0.00746095,-53.55,-14.25,-58.95,187.7273083,182.5573475756312,51.924307298247854,68.31761773897631,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,75.29285381,3.24414325,3.787627026,-0.653366022,0.024248086,-0.010392037,-51.9,-14.1,-58.8,196.9937087,191.4795094244169,51.92434758808094,66.57440473101575,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,73.44931853,0.63446344,2.035071411,-0.677347646,0.070879022,-0.0085268,-53.55,-13.95,-57.9,208.9471172,202.27508473188948,51.92436629732566,64.76918914910554,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,72.23306409,0.311246216,-0.845153186,-0.423142432,-0.05036141,0.011457887,-52.65,-12.9,-56.25,215.4557447,210.421180586338,51.924371680964356,63.32797157094867,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,64.4614855,-0.612915625,-4.273649963,-0.530260352,-0.045032161,0.083402759,-52.5,-14.25,-55.65,225.2264767,219.57135679808803,51.92437383209326,57.97437572641555,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,27.72964363,4.424484668,-1.810016455,-0.558238914,-0.074875959,-0.095393571,-52.05,-12.75,-55.65,234.3348627,228.69570523857934,51.92437433641648,33.2279573307876,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,8.647856396,-2.908955017,-5.50905802,-0.738101093,0.005595712,-0.034107199,-52.65,-14.1,-54.3,246.8129699,239.89279058251466,51.924374629368124,11.982473526777525,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,-5.118803149,-4.903325,0.976834277,-0.429004607,0.069813172,-0.028245024,-52.5,-14.7,-53.7,255.1716313,249.33563345461644,51.924374726798256,-4.640842689277079,PoweredAscent,0.14762098413989433,ACS_Armed
1646105163,-9.866505042,1.896207715,-8.298302954,-0.5782236,0.166539055,0.041035223,-52.8,-14.25,-52.95,264.9817168,259.00544475287717,51.924374771908056,-13.924625616398863,Burnout,0.14762098413989433,ACS_Armed
1646105164,-9.050082275,11.58075343,11.04205806,-0.708257295,0.092462484,-0.103920371,-52.5,-13.95,-51.15,276.2440403,277.291774575475,12.314741229249606,-17.089806387096182,Burnout,0.14762098413989433,ACS_Armed
1646105164,-8.959102612,5.549759448,-2.841917371,-0.681877508,-0.008793262,0.003730475,-52.65,-15.3,-49.05,283.279006,281.2562639981045,14.059494314338805,-18.115249442617657,Burnout,-1,ACS_Active
1646105164,-11.76510696,4.908113403,16.18480322,-0.923558985,0.116444107,-0.069813172,-51.45,-17.25,-51,292.7294095,288.41966609051076,15.309607661905376,-20.243783924666317,Burnout,-1,ACS_Active
1646105164,-8.343792786,3.675099548,4.230554333,-0.945142447,0.005595712,-0.102854521,-51.9,-17.7,-51.75,303.0545629,297.4780895026157,15.963461859089941,-18.94315484720983,Burnout,-1,ACS_Active
1646105164,-9.18655177,3.471592407,3.21541283,-0.779669241,0.130033694,0.018119449,-51.9,-17.25,-50.55,311.558899,306.1824074356291,16.198056220535676,-18.967363293221126,Burnout,-1.0040666937779585,ACS_Active
1646105164,-11.45864915,2.499546533,1.086967554,-0.801252703,0.038370598,-0.092728946,-52.5,-18.6,-48.45,319.6815495,314.52560107481935,16.281618710745164,-20.3808651121814,Burnout,-1.0040666937779585,ACS_Active
1646105164,-7.055712292,-2.91374342,2.085349646,-0.733571231,-0.022116387,0.037038286,-52.05,-18.6,-47.4,331.5821267,325.06716274160317,16.324496625398556,-18.199613112093566,Burnout,-1.0040666937779585,ACS_Active
1646105164,-8.645462195,1.781286035,-0.713472095,-0.573427275,0.018119449,0.007727412,-50.4,-19.95,-46.05,339.4313141,333.9447025156402,16.33780180246982,-18.348969011051786,Burnout,-1.0040666937779585,ACS_Active
1646105164,-7.939172705,0.667982263,1.67354696,-0.75382238,0.180395105,-0.000266462,-50.55,-20.55,-45.9,348.8324215,343.1458197731966,16.343119249605945,-17.96950704535049,Burnout,-1.0040666937779585,ACS_Active
1646105164,-5.640739111,3.466804004,2.477998718,-0.76554673,0.071411947,0.007727412,-51.9,-21.15,-45,357.3760277,351.9405720661101,16.345103695982196,-16.4040554002778,Burnout,-1.0040666937779585,ACS_Active
1646105164,-8.080430603,-5.518634827,-4.819527942,-0.725577356,-0.015721287,0.064750385,-50.7,-21.15,-43.8,366.2103055,360.7597523571911,16.345829879769965,-17.313918345117063,Burnout,-1.0040666937779585,ACS_Active
1646105164,-7.44117876,3.818751648,1.541865869,-0.828698339,0.11564472,-0.026646249,-36.6,-20.85,-42.3,375.9320686,370.1367594861887,16.346130103870184,-17.266375698808268,Burnout,-1.0040666937779585,ACS_Active
1646105164,-6.617573389,1.460463013,1.364694946,-0.656563572,0.106851458,-0.007194487,-17.55,-21.6,-39.75,385.079249,379.371725882677,16.346244000667756,-16.7391999112712,Burnout,-1.0040666937779585,ACS_Active
1646105164,-7.264007837,1.824381665,-0.167594116,-0.657629422,0.148952531,0.000799387,-4.2,-18,-35.55,393.940544,388.3757506551567,16.34628587467074,-16.937355138845476,Burnout,-1.0040666937779585,ACS_Active
1646105164,-8.255207324,1.458068811,1.259350073,-0.697598795,0.061286372,-0.053825423,13.05,-12.3,-28.95,405.4396251,398.9218050418406,16.346304475520565,-17.625638673328485,Burnout,-1.0040666937779585,ACS_Active
1646105164,-7.824251025,3.119644763,0.509964954,-0.69813172,0.05142726,0.11351302,24.15,-8.4,-24.15,417.051009,410.1262692769638,16.346312105680944,-17.622193949156333,Burnout,-1.0040666937779585,ACS_Active
1646105164,-6.904877588,0.378283862,0.610521423,-0.756220543,0.058088823,0.023448699,36,0.9,-15.9,424.9627079,419.295692618002,16.346314514865632,-17.05267414918465,Burnout,-1.0040666937779585,ACS_Active
