
1646084242.7592428,9.849745629882811,-0.16041151123046873,-0.076614453125,0.014122511893129772,0.010658499541984735,0.003996937328244275,-7.5,57.449999999999996,0.75,-0.36830457181809717,989.0730263034632,22.463003957876936,-0.24591506414471495,-0.010482025191672722,0.03575045905167688,OnGround,0.15,ACS_Inactive
1646084242.8232312,9.83777462158203,-0.21787235107421873,-0.1388636962890625,0.015188361847328247,0.017320061755725192,0.011724349496183208,-7.5,57.0,0.75,-0.45020293904664294,989.1278788971134,22.472058270359412,-0.3742027130420037,-0.020309424793689804,0.03951646348108179,OnGround,0.15,ACS_Inactive
1646084242.8726654,9.868899243164062,-0.12449848632812499,-0.06943184814453125,0.0061286372366412215,0.014921899358778627,0.008793262122137404,-6.6,58.05,2.6999999999999997,-0.6372194717011364,989.0031224064303,22.494693994522095,-0.5379480843165855,-0.038313225279568375,0.060193788737635215,OnGround,0.14762098413989433,ACS_Inactive
1646084242.923665,9.880870251464843,-0.19871873779296872,-0.09337386474609374,0.011457887007633588,0.013856049404580155,0.009326187099236643,-7.5,57.75,2.25,-0.24571355184593502,989.0805903410464,22.503748261369765,-0.3571244378061701,-0.003271437630629384,0.0756631663259712,OnGround,0.14762098413989433,ACS_Inactive
1646084242.970407,9.85692823486328,-0.105344873046875,-0.16519991455078123,0.008260337145038169,0.006661562213740459,0.00799387465648855,-8.4,58.65,2.55,-0.5262247408580052,989.0799063029531,22.517329637194052,-0.4622507817368385,-0.021681990365440374,0.0666228731731357,OnGround,0.14762098413989433,ACS_Inactive
1646084243.0171492,9.828197814941406,-0.1197100830078125,-0.19153613281249998,0.01945176166412214,0.016254211801526718,0.005862174748091604,-7.199999999999999,57.75,1.5,-0.5203801936892067,989.0792213513065,22.521856755949557,-0.49877938562480184,-0.02793633930140893,0.045446712459010594,OnGround,0.14762098413989433,ACS_Inactive
1646084243.0661511,9.885658654785155,-0.13646949462890623,-0.10773907470703124,0.01279019945038168,0.014388974381679392,0.010392037053435116,-7.35,58.8,1.65,-0.04117392452412685,989.0565981824453,22.521856755949557,-0.2141048865853416,0.05968274329482728,0.07301133061749523,OnGround,0.14762098413989433,ACS_Inactive
1646084243.1128795,9.890447058105469,-0.19632453613281248,-0.13646949462890623,0.011724349496183208,0.00799387465648855,0.000799387465648855,-7.05,58.05,1.95,-0.42102888156475715,989.0901902328836,22.526383871445432,-0.3420749719562834,0.020265342813136564,0.08631988230841128,OnGround,0.14762098413989433,ACS_Inactive
1646084243.1596935,9.787496386718749,-0.143652099609375,-0.201112939453125,0.012257274473282443,0.015454824335877864,0.008793262122137404,-7.8,57.15,1.95,-0.12881427599288547,989.0332882700773,22.526383871445432,-0.20856097013853805,0.07137042355105327,0.027884768732169003,OnGround,0.14762098413989433,ACS_Inactive
1646084243.2085898,9.909600671386718,-0.14604630126953125,-0.1388636962890625,0.016520674290076337,0.010392037053435116,0.006928024702290077,-6.75,58.949999999999996,2.25,-0.03531572919343324,989.0223200762156,22.53091098368168,-0.09886969516333753,0.11849366099171219,0.0810202457114725,OnGround,0.14762098413989433,ACS_Inactive
