Time,ICM_acceleration_x,ICM_acceleration_y,ICM_acceleration_z,ICM_gyroscope_x,ICM_gyroscope_y,ICM_gyroscope_z,ICM_magnetometer_x,ICM_magnetometer_y,ICM_magnetometer_z,BMP_altitude,Kalman_velocity,Kalman_altitude,Kalman_acceleration,State,servo_Throttle,ACS_state,Projected_Apogee,Apogee_Error,Alpha,target_Throttle
1646105163,78.4508058,-4.235342737,-3.457227197,-0.540918852,0.106584995,0.091929559,-52.5,-13.5,-63.45,148.5561332,144.0247153,143.64314671009,68.65462919431423,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,78.4508058,-0.232237561,-1.623268726,-0.560903538,0.114045945,0.151883618,-52.8,-13.95,-61.95,154.9326454,147.4400323,150.6204413058688,68.65485332623089,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,78.4508058,-0.658405457,-5.973533142,-0.57076265,0.057289435,0.141758044,-52.2,-15.75,-60,164.074887,151.9783975,158.93574616451355,68.65493892939273,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,78.4508058,1.958456958,-2.975992664,-0.752223605,-0.06101991,0.089797859,-52.05,-13.5,-61.65,172.1749676,156.2198664,167.1180350134411,68.65497162551883,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,78.4508058,0.502782349,-3.545812659,-0.710388994,-0.092196021,-0.040768761,-52.2,-15.3,-60.3,178.5642346,159.1443934,174.19217540212043,68.65498411412669,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,77.90492782,2.42293208,0.835576379,-0.587549787,-0.087666159,0.00746095,-53.55,-14.25,-58.95,187.7273083,163.1812991,182.5573475756312,68.31761773897631,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,75.29285381,3.24414325,3.787627026,-0.653366022,0.024248086,-0.010392037,-51.9,-14.1,-58.8,196.9937087,167.5527817,191.4795094244169,66.57440473101575,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,73.44931853,0.63446344,2.035071411,-0.677347646,0.070879022,-0.0085268,-53.55,-13.95,-57.9,208.9471172,173.4552874,202.27508473188948,64.76918914910554,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,72.23306409,0.311246216,-0.845153186,-0.423142432,-0.05036141,0.011457887,-52.65,-12.9,-56.25,215.4557447,176.3931778,210.421180586338,63.32797157094867,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,64.4614855,-0.612915625,-4.273649963,-0.530260352,-0.045032161,0.083402759,-52.5,-14.25,-55.65,225.2264767,180.0546694,219.57135679808803,57.97437572641555,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,27.72964363,4.424484668,-1.810016455,-0.558238914,-0.074875959,-0.095393571,-52.05,-12.75,-55.65,234.3348627,182.6260536,228.69570523857934,33.2279573307876,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,8.647856396,-2.908955017,-5.50905802,-0.738101093,0.005595712,-0.034107199,-52.65,-14.1,-54.3,246.8129699,186.0863032,239.89279058251466,11.982473526777525,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,-5.118803149,-4.903325,0.976834277,-0.429004607,0.069813172,-0.028245024,-52.5,-14.7,-53.7,255.1716313,186.8702996,249.33563345461644,-4.640842689277079,PoweredAscent,0.14762098413989433,ACS_Armed,0,0,0,0
1646105163,-9.866505042,1.896207715,-8.298302954,-0.5782236,0.166539055,0.041035223,-52.8,-14.25,-52.95,264.9817168,187.0527152,259.00544475287717,-13.924625616398863,Burnout,0.14762098413989433,ACS_Armed,0,0,0,0
1646105164,-9.050082275,11.58075343,11.04205806,-0.708257295,0.092462484,-0.103920371,-52.5,-13.95,-51.15,276.2440403,188.0865325,277.291774575475,-17.089806387096182,Burnout,0.14762098413989433,ACS_Armed,0,0,0,0
1646105164,-8.959102612,5.549759448,-2.841917371,-0.681877508,-0.008793262,0.003730475,-52.65,-15.3,-49.05,283.279006,186.8638971,281.2562639981045,-18.115249442617657,Burnout,-0.16996645250869327,ACS_Active,1547.8717380659664,84.87173806596638,0.0,-0.16996645250869327
1646105164,-11.76510696,4.908113403,16.18480322,-0.923558985,0.116444107,-0.069813172,-51.45,-17.25,-51,292.7294095,186.1827589,288.41966609051076,-20.243783924666317,Burnout,-0.16996645250869327,ACS_Active,1547.8717380659664,84.87173806596638,0.0,-0.16996645250869327
1646105164,-8.343792786,3.675099548,4.230554333,-0.945142447,0.005595712,-0.102854521,-51.9,-17.7,-51.75,303.0545629,186.3369035,297.4780895026157,-18.94315484720983,Burnout,-0.16996645250869327,ACS_Active,1547.8717380659664,84.87173806596638,0.0,-0.16996645250869327
1646105164,-9.18655177,3.471592407,3.21541283,-0.779669241,0.130033694,0.018119449,-51.9,-17.25,-50.55,311.558899,185.7202446,306.1824074356291,-18.967363293221126,Burnout,-0.2201776681978628,ACS_Active,1561.190362917205,98.190362917205,0.0,-0.2201776681978628
1646105164,-11.45864915,2.499546533,1.086967554,-0.801252703,0.038370598,-0.092728946,-52.5,-18.6,-48.45,319.6815495,184.4073114,314.52560107481935,-20.3808651121814,Burnout,-0.2201776681978628,ACS_Active,1561.190362917205,98.190362917205,0.0,-0.2201776681978628
1646105164,-7.055712292,-2.91374342,2.085349646,-0.733571231,-0.022116387,0.037038286,-52.05,-18.6,-47.4,331.5821267,185.3692158,325.06716274160317,-18.199613112093566,Burnout,-0.2201776681978628,ACS_Active,1561.190362917205,98.190362917205,0.0,-0.2201776681978628
1646105164,-8.645462195,1.781286035,-0.713472095,-0.573427275,0.018119449,0.007727412,-50.4,-19.95,-46.05,339.4313141,184.7085808,333.9447025156402,-18.348969011051786,Burnout,-0.28602336473994394,ACS_Active,1578.656064917757,115.65606491775702,0.0,-0.28602336473994394
1646105164,-7.939172705,0.667982263,1.67354696,-0.75382238,0.180395105,-0.000266462,-50.55,-20.55,-45.9,348.8324215,183.9357893,343.1458197731966,-17.96950704535049,Burnout,-0.28602336473994394,ACS_Active,1578.656064917757,115.65606491775702,0.0,-0.28602336473994394
1646105164,-5.640739111,3.466804004,2.477998718,-0.76554673,0.071411947,0.007727412,-51.9,-21.15,-45,357.3760277,183.1447107,351.9405720661101,-16.4040554002778,Burnout,-0.28602336473994394,ACS_Active,1578.656064917757,115.65606491775702,0.0,-0.28602336473994394
1646105164,-8.080430603,-5.518634827,-4.819527942,-0.725577356,-0.015721287,0.064750385,-50.7,-21.15,-43.8,366.2103055,182.5166476,360.7597523571911,-17.313918345117063,Burnout,-0.3074623270361879,ACS_Active,1584.3427923172912,121.34279231729124,0.0,-0.3074623270361879
1646105164,-7.44117876,3.818751648,1.541865869,-0.828698339,0.11564472,-0.026646249,-36.6,-20.85,-42.3,375.9320686,182.3391489,370.1367594861887,-17.266375698808268,Burnout,-0.3074623270361879,ACS_Active,1584.3427923172912,121.34279231729124,0.0,-0.3074623270361879
1646105164,-6.617573389,1.460463013,1.364694946,-0.656563572,0.106851458,-0.007194487,-17.55,-21.6,-39.75,385.079249,182.1663377,379.371725882677,-16.7391999112712,Burnout,-0.3074623270361879,ACS_Active,1584.3427923172912,121.34279231729124,0.0,-0.3074623270361879
1646105164,-7.264007837,1.824381665,-0.167594116,-0.657629422,0.148952531,0.000799387,-4.2,-18,-35.55,393.940544,181.8067242,388.3757506551567,-16.937355138845476,Burnout,-0.3848358568342801,ACS_Active,1604.8662750223555,141.86627502235547,0.0,-0.3848358568342801
1646105164,-8.255207324,1.458068811,1.259350073,-0.697598795,0.061286372,-0.053825423,13.05,-12.3,-28.95,405.4396251,182.8289184,398.9218050418406,-17.625638673328485,Burnout,-0.3848358568342801,ACS_Active,1604.8662750223555,141.86627502235547,0.0,-0.3848358568342801
1646105164,-7.824251025,3.119644763,0.509964954,-0.69813172,0.05142726,0.11351302,24.15,-8.4,-24.15,417.051009,184.5217993,410.1262692769638,-17.622193949156333,Burnout,-0.3848358568342801,ACS_Active,1604.8662750223555,141.86627502235547,0.0,-0.3848358568342801
1646105164,-6.904877588,0.378283862,0.610521423,-0.756220543,0.058088823,0.023448699,36,0.9,-15.9,424.9627079,184.2120767,419.295692618002,-17.05267414918465,Burnout,-0.5887081099478629,ACS_Active,1658.9437957421387,195.94379574213872,0.0,-0.5887081099478629
1646105164,-7.316680273,0.098162268,-0.198718738,-0.651234322,0.12310567,0.090597246,42.9,9.6,-6.9,436.9871411,185.5296928,430.2296090900945,-17.089644998849977,Burnout,-0.5887081099478629,ACS_Active,1658.9437957421387,195.94379574213872,0.0,-0.5887081099478629
1646105164,-8.015787158,1.12527478,-1.345541333,-0.69386832,0.10711792,0.060486985,45.9,19.8,0.15,446.2844011,185.8775385,440.15201623452634,-17.535838423528237,Burnout,-0.5887081099478629,ACS_Active,1658.9437957421387,195.94379574213872,0.0,-0.5887081099478629
